ICD10,ICD10 String,PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string
K71.3,Toxic liver disease with chronic persistent hepatitis,070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K71.4,Toxic liver disease with chronic lobular hepatitis,070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K71.5,Toxic liver disease with chronic active hepatitis,070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K71.5,Toxic liver disease with chronic active hepatitis,573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K71.6,"Toxic liver disease with hepatitis, not elsewhere classified",070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K71.7,Toxic liver disease with fibrosis and cirrhosis of liver,070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K71.8,Toxic liver disease with other disorders of liver,070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K71.9,"Toxic liver disease, unspecified",070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K72,"Hepatic failure, not elsewhere classified",571.8,Liver abscess and sequelae of chronic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K72.1,Chronic hepatic failure,571.8,Liver abscess and sequelae of chronic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K72.9,"Hepatic failure, unspecified",571.8,Liver abscess and sequelae of chronic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K73,"Chronic hepatitis, not elsewhere classified",070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K73.0,"Chronic persistent hepatitis, not elsewhere classified",070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K73.1,"Chronic lobular hepatitis, not elsewhere classified",070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K73.2,"Chronic active hepatitis, not elsewhere classified",070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K73.8,"Other chronic hepatitis, not elsewhere classified",070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K73.9,"Chronic hepatitis, unspecified",070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K74.0,Hepatic fibrosis,571.51,Cirrhosis of liver without mention of alcohol,570-573.99,Liver disease,Both,0.0,10.0,digestive
K74.1,Hepatic sclerosis,571.5,Other chronic nonalcoholic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K74.2,Hepatic fibrosis with hepatic sclerosis,571.5,Other chronic nonalcoholic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K74.3,Primary biliary cirrhosis,571.6,Primary biliary cirrhosis,570-573.99,Liver disease,Both,0.0,10.0,digestive
K74.4,Secondary biliary cirrhosis,571.6,Primary biliary cirrhosis,570-573.99,Liver disease,Both,0.0,10.0,digestive
K74.5,"Biliary cirrhosis, unspecified",571.6,Primary biliary cirrhosis,570-573.99,Liver disease,Both,0.0,10.0,digestive
K74.6,Other and unspecified cirrhosis of liver,571.51,Cirrhosis of liver without mention of alcohol,570-573.99,Liver disease,Both,0.0,10.0,digestive
K74.6,Other and unspecified cirrhosis of liver,,,,,,,,
K75.0,Abscess of liver,571.8,Liver abscess and sequelae of chronic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K75.1,Phlebitis of portal vein,571.8,Liver abscess and sequelae of chronic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K75.2,Nonspecific reactive hepatitis,070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K75.3,"Granulomatous hepatitis, not elsewhere classified",070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K75.4,Autoimmune hepatitis,070.4,Chronic hepatitis,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K75.8,Other specified inflammatory liver diseases,070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K75.9,"Inflammatory liver disease, unspecified",070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K76,Other diseases of liver,573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K76.0,"Fatty (change of) liver, not elsewhere classified",571.5,Other chronic nonalcoholic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K76.1,Chronic passive congestion of liver,573.1,Chronic passive congestion of liver,570-573.99,Liver disease,Both,0.0,10.0,digestive
K76.2,Central haemorrhagic necrosis of liver,573.4,Acute and subacute necrosis of liver,570-573.99,Liver disease,Both,0.0,10.0,digestive
K76.3,Infarction of liver,573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K76.4,Peliosis hepatis,070.9,Hepatitis NOS,050-079.99,Viral infection,Both,0.0,1.0,infectious diseases
K76.5,Hepatic veno-occlusive disease,573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K76.6,Portal hypertension,571.81,Portal hypertension,570-573.99,Liver disease,Both,0.0,10.0,digestive
K76.7,Hepatorenal syndrome,571.8,Liver abscess and sequelae of chronic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive
K76.8,Other specified diseases of liver,573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K76.9,"Liver disease, unspecified",573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K77,Liver disorders in diseases classified elsewhere,573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K77.0,Liver disorders in infectious and parasitic diseases classified elsewhere,573,Other disorders of liver,570-573.99,Liver disease,,0.0,10.0,digestive
K80,Cholelithiasis,574.1,Cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.0,Calculus of gallbladder with acute cholecystitis,574.11,Cholelithiasis with acute cholecystitis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.1,Calculus of gallbladder with other cholecystitis,574.12,Cholelithiasis with other cholecystitis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.2,Calculus of gallbladder without cholecystitis,574.1,Cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.3,Calculus of bile duct with cholangitis,574.1,Cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.4,Calculus of bile duct with cholecystitis,574.2,Calculus of bile duct,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.4,Calculus of bile duct with cholecystitis,574.12,Cholelithiasis with other cholecystitis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.5,Calculus of bile duct without cholangitis or cholecystitis,574.2,Calculus of bile duct,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K80.8,Other cholelithiasis,574.1,Cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K81,Cholecystitis,574.3,Cholecystitis without cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K81.0,Acute cholecystitis,574.3,Cholecystitis without cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K81.1,Chronic cholecystitis,574.3,Cholecystitis without cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K81.8,Other cholecystitis,574.3,Cholecystitis without cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K81.9,"Cholecystitis, unspecified",574.3,Cholecystitis without cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K82,Other diseases of gallbladder,575,Other biliary tract disease,574-576.99,Biliary tract disease,,0.0,10.0,digestive
K82.0,Obstruction of gallbladder,575.7,Other disorders of gallbladder,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K82.1,Hydrops of gallbladder,575.7,Other disorders of gallbladder,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K82.2,Perforation of gallbladder,575.7,Other disorders of gallbladder,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K82.3,Fistula of gallbladder,575.7,Other disorders of gallbladder,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K82.4,Cholesterolosis of gallbladder,575.6,Cholesterolosis of gallbladder,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K82.8,Other specified diseases of gallbladder,575.7,Other disorders of gallbladder,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K82.9,"Disease of gallbladder, unspecified",575.7,Other disorders of gallbladder,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83,Other diseases of biliary tract,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.0,Cholangitis,575.1,Cholangitis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.1,Obstruction of bile duct,575.2,Obstruction of bile duct,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.2,Perforation of bile duct,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.3,Fistula of bile duct,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.4,Spasm of sphincter of Oddi,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.5,Biliary cyst,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.8,Other specified diseases of biliary tract,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K83.9,"Disease of biliary tract, unspecified",575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K85,Acute pancreatitis,577.1,Acute pancreatitis,577-577.99,pancreatic disorders,Both,0.0,10.0,digestive
K86.0,Alcohol-induced chronic pancreatitis,577.2,Chronic pancreatitis,577-577.99,pancreatic disorders,Both,0.0,10.0,digestive
K86.1,Other chronic pancreatitis,577.2,Chronic pancreatitis,577-577.99,pancreatic disorders,Both,0.0,10.0,digestive
K86.2,Cyst of pancreas,577.3,Cyst and pseudocyst of pancreas,577-577.99,pancreatic disorders,Both,0.0,10.0,digestive
K86.3,Pseudocyst of pancreas,577.3,Cyst and pseudocyst of pancreas,577-577.99,pancreatic disorders,Both,0.0,10.0,digestive
K86.8,Other specified diseases of pancreas,577,Diseases of pancreas,577-577.99,pancreatic disorders,,0.0,10.0,digestive
K86.9,"Disease of pancreas, unspecified",577,Diseases of pancreas,577-577.99,pancreatic disorders,,0.0,10.0,digestive
K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K90,Intestinal malabsorption,557,Intestinal malabsorption (non-celiac),555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive
K90.0,Coeliac disease,557.1,Celiac disease,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive
K90.1,Tropical sprue,557.1,Celiac disease,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive
K90.2,"Blind loop syndrome, not elsewhere classified",557,Intestinal malabsorption (non-celiac),555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive
K90.3,Pancreatic steatorrhoea,577,Diseases of pancreas,577-577.99,pancreatic disorders,,0.0,10.0,digestive
K90.4,"Malabsorption due to intolerance, not elsewhere classified",557,Intestinal malabsorption (non-celiac),555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive
K90.8,Other intestinal malabsorption,557,Intestinal malabsorption (non-celiac),555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive
K90.9,"Intestinal malabsorption, unspecified",557,Intestinal malabsorption (non-celiac),555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive
K91.0,Vomiting following gastrointestinal surgery,569.2,Gastrointestinal complications,565-569.99,Other gastrointestinal,Both,0.0,10.0,digestive
K91.1,Postgastric surgery syndromes,539,Bariatric surgery,539-539.99,bariatric surgery,Both,0.0,10.0,digestive
K91.2,"Postsurgical malabsorption, not elsewhere classified",569.2,Gastrointestinal complications,565-569.99,Other gastrointestinal,Both,0.0,10.0,digestive
K91.3,Postoperative intestinal obstruction,569.2,Gastrointestinal complications,565-569.99,Other gastrointestinal,Both,0.0,10.0,digestive
K91.4,Colostomy and enterostomy malfunction,853,Complication of colostomy or enterostomy,850-859.99,Complications,Both,0.0,18.0,injuries & poisonings
K91.5,Postcholecystectomy syndrome,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive
K92.0,Haematemesis,578.1,Hematemesis,578-579.99,Other diseases of digestive system,Both,0.0,10.0,digestive
K92.1,Melaena,578.2,Blood in stool,578-579.99,Other diseases of digestive system,Both,0.0,10.0,digestive
K92.2,"Gastrointestinal haemorrhage, unspecified",578.9,Hemorrhage of gastrointestinal tract,578-579.99,Other diseases of digestive system,Both,0.0,10.0,digestive
K92.8,Other specified diseases of digestive system,569,Other disorders of intestine,565-569.99,Other gastrointestinal,,0.0,10.0,digestive
K92.9,"Disease of digestive system, unspecified",569,Other disorders of intestine,565-569.99,Other gastrointestinal,,0.0,10.0,digestive
K93.1,Megacolon in Chagas disease,133,Arthropod-borne diseases,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
L00,Staphylococcal scalded skin syndrome,695.8,Other specified erythematous conditions,690-697.99,Other inflammatory condition of skin,Both,0.0,13.0,dermatologic
L01,Impetigo,686.2,Impetigo,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L01.0,Impetigo [any organism] [any site],686.2,Impetigo,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L01.1,Impetiginization of other dermatoses,686.2,Impetigo,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L02.0,"Cutaneous abscess, furuncle and carbuncle of face",686.1,Carbuncle and furuncle,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L02.1,"Cutaneous abscess, furuncle and carbuncle of neck",686.1,Carbuncle and furuncle,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L02.2,"Cutaneous abscess, furuncle and carbuncle of trunk",686.1,Carbuncle and furuncle,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L02.3,"Cutaneous abscess, furuncle and carbuncle of buttock",686.1,Carbuncle and furuncle,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L02.4,"Cutaneous abscess, furuncle and carbuncle of limb",686.1,Carbuncle and furuncle,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L02.8,"Cutaneous abscess, furuncle and carbuncle of other sites",686.1,Carbuncle and furuncle,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L02.9,"Cutaneous abscess, furuncle and carbuncle, unspecified",686.1,Carbuncle and furuncle,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03,Cellulitis,681,Superficial cellulitis and abscess,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.0,Cellulitis of finger and toe,681.1,Cellulitis and abscess of fingers/toes,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.1,Cellulitis of other parts of limb,681.5,"Cellulitis and abscess of leg, except foot",680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.1,Cellulitis of other parts of limb,681.6,"Cellulitis and abscess of foot, toe",680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.1,Cellulitis of other parts of limb,681.3,Cellulitis and abscess of arm/hand,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.2,Cellulitis of face,681.2,Cellulitis and abscess of face/neck,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.3,Cellulitis of trunk,681.7,Cellulitis and abscess of trunk,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.8,Cellulitis of other sites,681,Superficial cellulitis and abscess,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L03.9,"Cellulitis, unspecified",681,Superficial cellulitis and abscess,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
L04,Acute lymphadenitis,289.4,Lymphadenitis,288-289.99,Other diseases of the blood,Both,0.0,4.0,hematopoietic
L04.0,"Acute lymphadenitis of face, head and neck",289.4,Lymphadenitis,288-289.99,Other diseases of the blood,Both,0.0,4.0,hematopoietic
