prowas_code,prowas_desc,cpt,cpt text,ccs,CCS Label
117.4,Vasotomy or vasectomy,55250,Vasectomy; unilateral or bilateral (separate procedure); including postoperative semen examination(s),117,"Other non-OR therapeutic procedures, male genital"
117.5,Ligation,55450,Ligation (percutaneous) of vas deferens; unilateral or bilateral (separate procedure),117,"Other non-OR therapeutic procedures, male genital"
117.3,therapeutic,55870,Electroejaculation,117,"Other non-OR therapeutic procedures, male genital"
117.6,needles or catheters,55875,Transperineal placement of needles or catheters into prostate for interstitial radioelement application; with or without cystoscopy,117,"Other non-OR therapeutic procedures, male genital"
117.6,needles or catheters,55876,Placement of interstitial device(s) for radiation therapy guidance (eg; fiducial markers; dosimeter); prostate (via needle; any approach); single or multiple,117,"Other non-OR therapeutic procedures, male genital"
117.6,needles or catheters,55920,Placement of needles or catheters into pelvic organs and/or genitalia (except prostate) for subsequent interstitial radioelement application,117,"Other non-OR therapeutic procedures, male genital"
118.1,Cystoscopy,52347,[EXPIRED]-Cystoscopy; resect ducts,118,"Other OR therapeutic procedures, male genital"
118.17,prostate procedure,52402,Cystourethroscopy with transurethral resection or incision of ejaculatory ducts,118,"Other OR therapeutic procedures, male genital"
118.17,prostate procedure,52450,Transurethral incision of prostate,118,"Other OR therapeutic procedures, male genital"
118.17,prostate procedure,52510,[EXPIRED]-Dilation prostatic ureth,118,"Other OR therapeutic procedures, male genital"
118.17,prostate procedure,52606,[EXPIRED]-Control postop bleeding,118,"Other OR therapeutic procedures, male genital"
118.2,laser,52647,Laser coagulation of prostate; including control of postoperative bleeding; complete (vasectomy; meatotomy; cystourethroscopy; urethral calibration and/or dilation; and internal urethrotomy are included if performed),118,"Other OR therapeutic procedures, male genital"
118.2,laser,52648,Laser vaporization of prostate; including control of postoperative bleeding; complete (vasectomy; meatotomy; cystourethroscopy; urethral calibration and/or dilation; internal urethrotomy and transurethral resection of prostate are included if performed),118,"Other OR therapeutic procedures, male genital"
118.2,laser,52649,Laser enucleation of the prostate with morcellation; including control of postoperative bleeding; complete (vasectomy; meatotomy; cystourethroscopy; urethral calibration and/or dilation; internal urethrotomy and transurethral resection of prostate are included if performed),118,"Other OR therapeutic procedures, male genital"
118.3,drainage,52700,Transurethral drainage of prostatic abscess,118,"Other OR therapeutic procedures, male genital"
118.3,drainage,54015,Incision and drainage of penis; deep,118,"Other OR therapeutic procedures, male genital"
118.4,destruction of lesions,54060,Destruction of lesion(s); penis (eg; condyloma; papilloma; molluscum contagiosum; herpetic vesicle); simple; surgical excision,118,"Other OR therapeutic procedures, male genital"
118.4,destruction of lesions,54065,Destruction of lesion(s); penis (eg; condyloma; papilloma; molluscum contagiosum; herpetic vesicle); extensive (eg; laser surgery; electrosurgery; cryosurgery; chemosurgery),118,"Other OR therapeutic procedures, male genital"
118.5,excision,54110,Excision of penile plaque (Peyronie disease),118,"Other OR therapeutic procedures, male genital"
118.5,excision,54111,Excision of penile plaque (Peyronie disease); with graft to 5 cm in length,118,"Other OR therapeutic procedures, male genital"
118.5,excision,54112,Excision of penile plaque (Peyronie disease); with graft greater than 5 cm in length,118,"Other OR therapeutic procedures, male genital"
118.16,penile procedure,54115,Removal foreign body from deep penile tissue (eg; plastic implant),118,"Other OR therapeutic procedures, male genital"
118.6,amputation,54120,Amputation of penis; partial,118,"Other OR therapeutic procedures, male genital"
118.6,amputation,54125,Amputation of penis; complete,118,"Other OR therapeutic procedures, male genital"
118.6,amputation,54130,Amputation of penis; radical; with bilateral inguinofemoral lymphadenectomy,118,"Other OR therapeutic procedures, male genital"
118.6,amputation,54135,Amputation of penis; radical; in continuity with bilateral pelvic lymphadenectomy; including external iliac; hypogastric and obturator nodes,118,"Other OR therapeutic procedures, male genital"
118.16,penile procedure,54162,Lysis or excision of penile post-circumcision adhesions,118,"Other OR therapeutic procedures, male genital"
118.16,penile procedure,54164,Frenulotomy of penis,118,"Other OR therapeutic procedures, male genital"
118.16,penile procedure,54205,Injection procedure for Peyronie disease; with surgical exposure of plaque,118,"Other OR therapeutic procedures, male genital"
118.16,penile procedure,54220,Irrigation of corpora cavernosa for priapism,118,"Other OR therapeutic procedures, male genital"
118.7,plastic operation,54300,Plastic operation of penis for straightening of chordee (eg; hypospadias); with or without mobilization of urethra,118,"Other OR therapeutic procedures, male genital"
118.7,plastic operation,54304,Plastic operation on penis for correction of chordee or for first stage hypospadias repair with or without transplantation of prepuce and/or skin flaps,118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54322,1-stage distal hypospadias repair (with or without chordee or circumcision); with simple meatal advancement (eg; Magpi; V-flap),118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54324,1-stage distal hypospadias repair (with or without chordee or circumcision); with urethroplasty by local skin flaps (eg; flip-flap; prepucial flap),118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54326,1-stage distal hypospadias repair (with or without chordee or circumcision); with urethroplasty by local skin flaps and mobilization of urethra,118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54328,1-stage distal hypospadias repair (with or without chordee or circumcision); with extensive dissection to correct chordee and urethroplasty with local skin flaps; skin graft patch; and/or island flap,118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54332,1-stage proximal penile or penoscrotal hypospadias repair requiring extensive dissection to correct chordee and urethroplasty by use of skin graft tube and/or island flap,118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54336,1-stage perineal hypospadias repair requiring extensive dissection to correct chordee and urethroplasty by use of skin graft tube and/or island flap,118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54340,Repair of hypospadias complications (ie; fistula; stricture; diverticula); by closure; incision; or excision; simple,118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54344,Repair of hypospadias complications (ie; fistula; stricture; diverticula); requiring mobilization of skin flaps and urethroplasty with flap or patch graft,118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54348,Repair of hypospadias complications (ie; fistula; stricture; diverticula); requiring extensive dissection and urethroplasty with flap; patch or tubed graft (includes urinary diversion),118,"Other OR therapeutic procedures, male genital"
118.8,hypospadias repair,54352,Repair of hypospadias cripple requiring extensive dissection and excision of previously constructed structures including re-release of chordee and reconstruction of urethra and penis by use of local skin as grafts and island flaps and skin brought in as flaps or grafts,118,"Other OR therapeutic procedures, male genital"
118.7,plastic operation,54360,Plastic operation on penis to correct angulation,118,"Other OR therapeutic procedures, male genital"
118.7,plastic operation,54380,Plastic operation on penis for epispadias distal to external sphincter,118,"Other OR therapeutic procedures, male genital"
118.7,plastic operation,54385,Plastic operation on penis for epispadias distal to external sphincter; with incontinence,118,"Other OR therapeutic procedures, male genital"
118.7,plastic operation,54390,Plastic operation on penis for epispadias distal to external sphincter; with exstrophy of bladder,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54400,Insertion of penile prosthesis; non-inflatable (semi-rigid),118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54401,Insertion of penile prosthesis; inflatable (self-contained),118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54402,[EXPIRED]-Remove penis prosthesis,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54405,Insertion of multi-component; inflatable penile prosthesis; including placement of pump; cylinders; and reservoir,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54406,Removal of all components of a multi-component; inflatable penile prosthesis without replacement of prosthesis,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54407,[EXPIRED]-Remove multi-comp prosth,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54408,Repair of component(s) of a multi-component; inflatable penile prosthesis,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54410,Removal and replacement of all component(s) of a multi-component; inflatable penile prosthesis at the same operative session,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54411,Removal and replacement of all components of a multi-component inflatable penile prosthesis through an infected field at the same operative session; including irrigation and debridement of infected tissue,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54415,Removal of non-inflatable (semi-rigid) or inflatable (self-contained) penile prosthesis; without replacement of prosthesis,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54416,Removal and replacement of non-inflatable (semi-rigid) or inflatable (self-contained) penile prosthesis at the same operative session,118,"Other OR therapeutic procedures, male genital"
118.9,penile prosthesis,54417,Removal and replacement of non-inflatable (semi-rigid) or inflatable (self-contained) penile prosthesis through an infected field at the same operative session; including irrigation and debridement of infected tissue,118,"Other OR therapeutic procedures, male genital"
118.11,shunt,54420,Corpora cavernosa-saphenous vein shunt (priapism operation); unilateral or bilateral,118,"Other OR therapeutic procedures, male genital"
118.11,shunt,54430,Corpora cavernosa-corpus spongiosum shunt (priapism operation); unilateral or bilateral,118,"Other OR therapeutic procedures, male genital"
118.11,shunt,54435,Corpora cavernosa-glans penis fistulization (eg; biopsy needle; Winter procedure; rongeur; or punch) for priapism,118,"Other OR therapeutic procedures, male genital"
118.7,plastic operation,54440,Plastic operation of penis for injury,118,"Other OR therapeutic procedures, male genital"
118.12,remove lesions,54510,[EXPIRED]-Removal of testis lesion,118,"Other OR therapeutic procedures, male genital"
118.12,remove lesions,54512,Excision of extraparenchymal lesion of testis,118,"Other OR therapeutic procedures, male genital"
118.13,Orchiectomy,54520,Orchiectomy; simple (including subcapsular); with or without testicular prosthesis; scrotal or inguinal approach,118,"Other OR therapeutic procedures, male genital"
